order_id,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,delivery_status,days_diff,purchase_dayofweek,purchase_hour,purchase_month
9faeb9b2746b9d7526aef5acb08e2aa0,2018-07-26 14:39:59,2018-07-31 22:26:55,2018-08-16 00:00:00,early,-16,Thursday,14,2018-07
641fb0752bf5b5940c376b3a8bb9dc52,2017-12-15 00:06:10,2018-01-03 15:09:32,2018-01-16 00:00:00,early,-13,Friday,0,2017-12
e425680f760cbc130be3e53a9773c584,2017-08-31 08:15:24,2017-09-04 20:59:55,2017-09-20 00:00:00,early,-16,Thursday,8,2017-08
40c5e18f7d112b59b3e5113a59a905b3,2018-06-11 10:25:52,2018-06-19 00:31:13,2018-07-16 00:00:00,early,-27,Monday,10,2018-06
734e7d1bbaeb2ff82521ca0fe6fb6f79,2018-06-11 08:18:19,2018-06-14 21:32:21,2018-07-05 00:00:00,early,-21,Monday,8,2018-06
66e4624ae69e7dc89bd50222b59f581f,2018-03-09 14:50:15,2018-04-03 13:28:46,2018-04-02 00:00:00,late,1,Friday,14,2018-03
a685d016c8a26f71a0bb67821070e398,2017-03-13 18:14:36,2017-04-06 13:37:16,2017-03-30 00:00:00,late,7,Monday,18,2017-03
2edfd6d1f0b4cd0db4bf37b1b224d855,2017-06-13 21:11:26,2017-06-19 18:51:28,2017-07-06 00:00:00,early,-17,Tuesday,21,2017-06
68873cf91053cd11e6b49a766db5af1a,2017-11-30 22:02:15,2017-12-05 20:28:40,2017-12-18 00:00:00,early,-13,Thursday,22,2017-11
f346ad4ee8f630e5e4ddaf862a34e6dd,2018-08-05 13:09:48,2018-08-10 18:35:40,2018-08-15 00:00:00,early,-5,Sunday,13,2018-08
8f06cc6465925031568537b815f1198d,2017-11-15 11:31:41,2017-11-22 22:41:07,2017-12-05 00:00:00,early,-13,Wednesday,11,2017-11
ccbabeb0b02433bd0fcbac46e70339f2,2018-02-19 20:31:09,2018-03-09 22:22:25,2018-03-13 00:00:00,early,-4,Monday,20,2018-02
688052146432ef8253587b930b01a06d,2018-04-22 08:48:13,2018-04-24 19:31:58,2018-05-15 00:00:00,early,-21,Sunday,8,2018-04
f271576bed568e896f99eb710cd3a6f8,2018-01-07 21:44:54,2018-01-17 20:26:31,2018-02-14 00:00:00,early,-28,Sunday,21,2018-01
686541986ecfb7d9296eb67719973bf0,2018-02-10 13:26:59,2018-02-20 22:13:08,2018-03-12 00:00:00,early,-20,Saturday,13,2018-02
68e48e68da1f50f7c5838ea75e3a20dd,2018-06-18 16:02:23,2018-06-22 21:18:51,2018-07-13 00:00:00,early,-21,Monday,16,2018-06
b52cc4919de82b4d696a4380d10804a3,2018-06-13 13:47:39,2018-06-18 22:32:44,2018-06-26 00:00:00,early,-8,Wednesday,13,2018-06
fdf128b3630c21adc9ca4fb8a51b68ec,2018-07-15 08:33:19,2018-07-24 16:41:18,2018-08-02 00:00:00,early,-9,Sunday,8,2018-07
a6aeb116d2cb5013eb8a94585b71ffef,2017-09-13 14:27:11,2017-09-16 15:40:08,2017-09-25 00:00:00,early,-9,Wednesday,14,2017-09
fa516182d28f96f5f5c651026b0749ee,2018-04-13 08:44:17,2018-04-19 20:41:45,2018-05-08 00:00:00,early,-19,Friday,8,2018-04
6abaad69b8b349c3a529b4b91ce18e46,2018-02-15 10:33:30,2018-02-24 19:15:56,2018-03-07 00:00:00,early,-11,Thursday,10,2018-02
974c1993ab8024d3ed16229183c2308d,2017-02-20 11:45:39,2017-03-09 14:27:58,2017-03-21 00:00:00,early,-12,Monday,11,2017-02
82bce245b1c9148f8d19a55b9ff70644,2017-04-20 17:15:46,2017-05-10 09:17:55,2017-05-12 00:00:00,early,-2,Thursday,17,2017-04
a910f58086d58b3ae6f37aa712d377b9,2017-09-15 09:19:48,2017-09-25 20:14:48,2017-10-11 00:00:00,early,-16,Friday,9,2017-09
bd4bd0194d6d29f83b8557d4b89b572a,2018-07-28 16:52:55,2018-08-06 18:44:46,2018-08-08 00:00:00,early,-2,Saturday,16,2018-07
634e8f4c0f6744a626f77f39770ac6aa,2017-08-09 18:32:47,2017-08-16 18:17:54,2017-08-31 00:00:00,early,-15,Wednesday,18,2017-08
6d25592267349b322799e2beb687871e,2018-08-26 22:04:34,2018-08-29 12:40:53,2018-08-30 00:00:00,early,-1,Sunday,22,2018-08
b8801cccd8068de30112e4f49903d74a,2017-07-30 03:06:35,2017-08-01 14:27:31,2017-08-16 00:00:00,early,-15,Sunday,3,2017-07
2711a938db643b3f0b62ee2c8a2784aa,2017-12-22 00:17:37,2018-01-09 19:52:32,2018-01-19 00:00:00,early,-10,Friday,0,2017-12
3bc77ce8be27211bac313c2daa402d1a,2017-04-06 22:39:29,2017-04-11 12:31:36,2017-04-27 00:00:00,early,-16,Thursday,22,2017-04
10c320f977c6a18f91b2d14be13128c6,2017-05-09 20:48:59,2017-05-18 13:22:35,2017-06-01 00:00:00,early,-14,Tuesday,20,2017-05
0a4a2fccb27bd83a892fa503987a595b,2017-04-20 20:42:44,2017-05-11 13:07:46,2017-05-25 00:00:00,early,-14,Thursday,20,2017-04
e4de6d53ecff736bc68804b0b6e9f635,2017-10-16 14:56:50,2017-11-08 21:25:24,2017-11-21 00:00:00,early,-13,Monday,14,2017-10
6b860b35691d486e45dc98e3514ec5f6,2017-12-08 09:42:43,2017-12-19 18:43:35,2018-01-03 00:00:00,early,-15,Friday,9,2017-12
ec341c54a5ebf8ee0a67a8632aa7579b,2017-08-26 16:53:30,2017-09-08 20:39:56,2017-09-21 00:00:00,early,-13,Saturday,16,2017-08
cadbb3657dac2dbbd5b84b12e7b78aad,2018-02-27 12:55:42,2018-03-16 14:59:01,2018-03-29 00:00:00,early,-13,Tuesday,12,2018-02
9defaf92cff22420e4e8ef7784815a55,2018-05-11 13:10:51,2018-05-21 16:09:55,2018-06-05 00:00:00,early,-15,Friday,13,2018-05
20e0101b20700188cadb288126949685,2018-01-22 19:22:22,2018-02-15 20:08:15,2018-02-19 00:00:00,early,-4,Monday,19,2018-01
0e782c3705510e717d28907746cbda82,2018-05-01 08:12:37,2018-05-04 14:02:26,2018-05-16 00:00:00,early,-12,Tuesday,8,2018-05
d3d6788577c9592da441752e8a1dd5e3,2017-09-19 22:17:15,2017-10-10 18:43:53,2017-10-13 00:00:00,early,-3,Tuesday,22,2017-09
86f21bf63784876b9fd6d35f46581d72,2018-04-11 22:32:31,2018-04-27 23:14:42,2018-05-21 00:00:00,early,-24,Wednesday,22,2018-04
8447ff843b2616c50c0ced28ab1dae03,2017-12-20 23:45:07,2018-01-09 18:14:02,2018-01-22 00:00:00,early,-13,Wednesday,23,2017-12
f169bd689fb8b32ccd62df9050aebc0b,2018-04-22 23:23:18,2018-04-30 17:57:25,2018-05-07 00:00:00,early,-7,Sunday,23,2018-04
77e9941864fc840be8e4b1ba5347c0f7,2018-08-03 08:59:39,2018-08-17 00:49:41,2018-08-27 00:00:00,early,-10,Friday,8,2018-08
41bb5cee06dbf170878a9ef93ac7e7f5,2018-05-14 08:35:33,2018-05-18 14:48:38,2018-06-08 00:00:00,early,-21,Monday,8,2018-05
6a0a8bfbbe700284feb0845d95e0867f,2017-11-22 11:32:22,2017-12-28 19:43:00,2017-12-11 00:00:00,late,17,Wednesday,11,2017-11
f7959f8385f34c4f645327465a1c9fc4,2017-03-30 07:50:33,2017-04-10 02:59:52,2017-04-26 00:00:00,early,-16,Thursday,7,2017-03
23f553848a03aaab35bb3f9f87725125,2018-06-05 09:10:34,2018-06-18 12:36:54,2018-07-23 00:00:00,early,-35,Tuesday,9,2018-06
e3447938231fb6ba2fee0231b51eca59,2018-08-26 11:04:26,2018-08-28 21:06:31,2018-08-30 00:00:00,early,-2,Sunday,11,2018-08
e346cd9299371b18c0b28e8e29a5e376,2017-05-17 08:36:11,2017-05-23 13:32:30,2017-06-06 00:00:00,early,-14,Wednesday,8,2017-05
a5474c0071dd5d1074e12d417078bbd0,2018-07-30 22:41:44,2018-08-03 19:28:47,2018-08-02 00:00:00,late,1,Monday,22,2018-07
bb7c5cf4dff9994daeab7c8ee9d287aa,2018-03-01 22:14:26,2018-03-09 14:48:21,2018-03-26 00:00:00,early,-17,Thursday,22,2018-03
66d03fb3c4b0f80b5db04ef9c260336d,2018-02-06 21:09:10,2018-02-16 20:24:42,2018-03-07 00:00:00,early,-19,Tuesday,21,2018-02
a6cd683d4bd3b9b1f0aa37b27f8116d3,2017-01-28 23:45:53,2017-02-10 17:30:19,2017-03-10 00:00:00,early,-28,Saturday,23,2017-01
bfe42c22ecbf90bc9f35cf591270b6a7,2018-01-27 22:04:34,2018-02-09 20:16:40,2018-02-26 00:00:00,early,-17,Saturday,22,2018-01
e1da8361c76cab67aa3588a1fbf1af54,2017-07-01 15:42:32,2017-07-12 20:17:57,2017-07-25 00:00:00,early,-13,Saturday,15,2017-07
af5b0604e113e1526593d505a26ef39d,2017-09-27 12:07:22,2017-09-30 17:13:01,2017-10-16 00:00:00,early,-16,Wednesday,12,2017-09
9d531c565e28c3e0d756192f84d8731f,2017-11-28 21:00:44,2018-01-23 21:38:52,2017-12-22 00:00:00,late,32,Tuesday,21,2017-11
4da3bd761ca73d692ae0f5c252495546,2018-02-01 12:31:21,2018-02-02 16:12:53,2018-02-19 00:00:00,early,-17,Thursday,12,2018-02
80d817467dc3d0a4bb5ab8986c962b1f,2018-08-22 16:10:29,2018-08-28 14:52:43,2018-09-05 00:00:00,early,-8,Wednesday,16,2018-08
c75acba615d2db29345327974641467d,2018-07-06 23:36:15,2018-07-13 17:18:42,2018-08-10 00:00:00,early,-28,Friday,23,2018-07
210e60465099814a1d2c7635e4065153,2018-05-09 18:27:00,2018-05-22 00:08:26,2018-05-29 00:00:00,early,-7,Wednesday,18,2018-05
8fc207e94fa91a7649c5a5dab690272a,2017-11-26 17:49:46,2018-01-20 13:42:22,2017-12-19 00:00:00,late,32,Sunday,17,2017-11
4b3a605942f29d490cb74bd6ace6b9f0,2017-09-29 09:32:17,2017-09-30 16:55:39,2017-10-17 00:00:00,early,-17,Friday,9,2017-09
1c35ac660d7ef6691b25d20df3d6eccb,2017-06-27 23:11:57,2017-06-29 10:16:35,2017-07-10 00:00:00,early,-11,Tuesday,23,2017-06
01a75ac3dd000b7628a684be97c29234,2018-01-23 10:32:39,2018-02-07 14:59:03,2018-02-21 00:00:00,early,-14,Tuesday,10,2018-01
0c6b011f8a4f87010c23995f5807d152,2018-08-20 18:24:30,2018-08-28 13:43:41,2018-09-13 00:00:00,early,-16,Monday,18,2018-08
ee0c5c649e17808bc4a363d3a80ebf85,2018-01-30 07:51:17,2018-02-20 15:25:04,2018-02-21 00:00:00,early,-1,Tuesday,7,2018-01
f2fa3795760c35b8c05fa8e2f09d5143,2018-03-31 14:20:46,2018-04-07 00:06:33,2018-05-04 00:00:00,early,-27,Saturday,14,2018-03
3923e3ade70348985bd2ca389905cf19,2018-03-07 23:00:33,2018-03-19 18:46:32,2018-03-29 00:00:00,early,-10,Wednesday,23,2018-03
e37797aedc7cd4ef82278fbc169eecaf,2018-05-08 22:12:34,2018-05-14 18:55:59,2018-05-23 00:00:00,early,-9,Tuesday,22,2018-05
35660aec0cc42b6257e24281ee0e6255,2017-03-30 14:46:00,2017-04-27 11:08:55,2017-05-12 00:00:00,early,-15,Thursday,14,2017-03
b01875821b8dcb6abc61776f0f971bce,2017-11-24 21:55:22,2017-12-01 21:11:40,2017-12-15 00:00:00,early,-14,Friday,21,2017-11
5164933efe0cd14f31424b9badf81f19,2018-04-25 22:18:10,2018-04-27 16:50:03,2018-05-14 00:00:00,early,-17,Wednesday,22,2018-04
06a6627d9cc91a04e9d146bf65fee0a2,2017-07-16 10:27:45,2017-07-21 19:59:36,2017-08-04 00:00:00,early,-14,Sunday,10,2017-07
5447160f15621601fa9ba2b94f4906b3,2017-11-21 12:08:32,2017-11-28 20:33:38,2017-12-14 00:00:00,early,-16,Tuesday,12,2017-11
01855f880aae9a984c7c33b26fcf2e02,2017-10-19 15:08:48,2017-10-24 15:57:46,2017-10-31 00:00:00,early,-7,Thursday,15,2017-10
65312c6e4ce03c0fb633a4ac541949d8,2018-07-22 15:19:05,2018-08-02 21:08:57,2018-08-13 00:00:00,early,-11,Sunday,15,2018-07
741fd1b80f015f170a7f458cf86769b8,2017-12-02 14:28:03,2017-12-11 16:17:04,2018-01-04 00:00:00,early,-24,Saturday,14,2017-12
b16cec67cb3f5a4bb31abe8988b43d19,2018-03-26 09:14:26,2018-03-29 20:08:43,2018-04-20 00:00:00,early,-22,Monday,9,2018-03
e6190dea235662449d160357e46eaec8,2018-01-09 06:37:43,2018-01-15 14:56:58,2018-02-06 00:00:00,early,-22,Tuesday,6,2018-01
8eeda294fab8a5ed70259afb59a10ff8,2018-02-06 18:25:39,2018-02-14 19:07:41,2018-03-08 00:00:00,early,-22,Tuesday,18,2018-02
89165e6d4c28047da0adf13ac8b3e1b3,2018-07-18 13:39:54,2018-07-26 18:26:37,2018-07-30 00:00:00,early,-4,Wednesday,13,2018-07
f376081d7c5f1767fbc7fae2d19ca32e,2017-03-28 16:03:34,2017-03-31 10:07:25,2017-04-17 00:00:00,early,-17,Tuesday,16,2017-03
4b87488fb6269f8321508923b95da4d6,2018-06-08 12:19:58,2018-06-15 20:58:47,2018-07-05 00:00:00,early,-20,Friday,12,2018-06
e9ce52cd563d0124dced659e69eab10a,2017-07-10 12:23:05,2017-07-17 17:03:47,2017-07-28 00:00:00,early,-11,Monday,12,2017-07
9344ccd01ff5fa7ec2aef0ee7e1c49c3,2018-05-16 16:10:21,2018-05-24 19:04:00,2018-06-04 00:00:00,early,-11,Wednesday,16,2018-05
f4471dae8c482f51aa1826cd9f5d4433,2018-07-05 18:40:47,2018-07-11 21:16:47,2018-07-19 00:00:00,early,-8,Thursday,18,2018-07
aeb4c9d05ab11d7c6c9ca24f8c43bd70,2017-09-20 17:12:34,2017-09-28 19:47:42,2017-10-18 00:00:00,early,-20,Wednesday,17,2017-09
33a3edb84b9df4cb49546859b990ac6d,2018-02-21 17:15:49,2018-03-22 00:03:53,2018-03-16 00:00:00,late,6,Wednesday,17,2018-02
9885fff91f7c807525f8320e5292a3db,2018-01-10 14:18:40,2018-01-24 23:16:49,2018-01-31 00:00:00,early,-7,Wednesday,14,2018-01
e7a65190baa4e6fd192246157c0b81fb,2017-04-26 16:14:11,2017-05-12 14:04:02,2017-05-29 00:00:00,early,-17,Wednesday,16,2017-04
62a12e4d2a742b2491d7c00d2d79bf52,2017-11-27 19:24:52,2017-12-08 15:41:46,2017-12-27 00:00:00,early,-19,Monday,19,2017-11
90349f264a3d6a2525a34598d09dda6b,2018-05-11 16:35:19,2018-05-15 18:38:39,2018-05-21 00:00:00,early,-6,Friday,16,2018-05
95cf9f239f724799131f7ca949209bd9,2018-05-25 08:54:21,2018-05-30 15:06:44,2018-06-12 00:00:00,early,-13,Friday,8,2018-05
04a59fe46fc5aa341da5378c195ed53c,2017-11-26 09:32:06,2017-12-11 19:03:18,2017-12-19 00:00:00,early,-8,Sunday,9,2017-11
86b37610c0e86e94afe3d5ba4b73fa14,2017-11-17 21:14:42,2017-12-05 20:23:33,2017-12-20 00:00:00,early,-15,Friday,21,2017-11
5c2d1d55c31db1cbe069dc9b6454b897,2018-07-23 18:27:07,2018-08-01 19:31:47,2018-08-10 00:00:00,early,-9,Monday,18,2018-07
1d067305b599c1e0dceb3864056ea527,2018-02-14 13:05:17,2018-03-09 21:52:36,2018-03-09 00:00:00,on_time,0,Wednesday,13,2018-02
abc5ec9ecaec740b498a37f19c29a8c0,2017-04-30 22:43:56,2017-05-12 12:04:38,2017-06-05 00:00:00,early,-24,Sunday,22,2017-04
c3cb4c7c4b963ab08b07a5dca5baf05d,2017-05-15 16:29:03,2017-05-23 12:51:55,2017-06-08 00:00:00,early,-16,Monday,16,2017-05
af66c46c49bdb3bf2f862efb1eb67d81,2017-07-22 19:16:47,2017-07-31 18:17:45,2017-08-11 00:00:00,early,-11,Saturday,19,2017-07
14e6e050a57912543937e93051cc7b2c,2018-06-24 19:01:52,2018-06-28 13:03:08,2018-07-27 00:00:00,early,-29,Sunday,19,2018-06
cefa8ee1540139ac77fa0c1b4ff1f04b,2018-07-02 12:54:20,2018-07-06 11:52:07,2018-07-25 00:00:00,early,-19,Monday,12,2018-07
265f4e28ef8cf69f8445e2951bbe7343,2017-03-06 00:14:28,2017-03-20 09:28:56,2017-04-11 00:00:00,early,-22,Monday,0,2017-03
34276839abbc2d596eb36540d36c624c,2017-10-04 23:02:21,2017-10-20 16:18:59,2017-11-09 00:00:00,early,-20,Wednesday,23,2017-10
556bbf53c2c22fbb9ef31a414dd444a6,2017-12-21 17:43:41,2018-01-04 21:56:01,2018-01-22 00:00:00,early,-18,Thursday,17,2017-12
b2bd1f09c1b8a4a36940f6f6e49d5dec,2018-02-02 16:15:41,2018-02-20 18:09:29,2018-03-07 00:00:00,early,-15,Friday,16,2018-02
e69e2290db6b2d3b7593a40112e1a82a,2018-06-01 11:26:06,2018-06-05 17:44:39,2018-07-04 00:00:00,early,-29,Friday,11,2018-06
c8627adf430caff83161acbeb344d8f5,2018-08-09 16:23:03,2018-08-14 19:12:05,2018-08-21 00:00:00,early,-7,Thursday,16,2018-08
1370fae9b19ee5e01a2d609eb18b7c8a,2017-11-15 13:47:34,2017-12-06 01:12:12,2017-12-14 00:00:00,early,-8,Wednesday,13,2017-11
a7cd6af6e0519313887b3c3a120f20ca,2018-04-26 11:59:05,2018-05-03 02:52:58,2018-05-07 00:00:00,early,-4,Thursday,11,2018-04
663830a477534735bbdec9de01113fa2,2018-07-15 12:37:12,2018-07-23 23:56:47,2018-08-13 00:00:00,early,-21,Sunday,12,2018-07
b2f3763408103bc7173bb36ed02dbeea,2018-05-30 22:33:08,2018-06-18 23:07:33,2018-07-16 00:00:00,early,-28,Wednesday,22,2018-05
0dad6beca7ed0e352668498c29089900,2017-12-02 14:08:33,2017-12-13 09:44:38,2017-12-27 00:00:00,early,-14,Saturday,14,2017-12
93ec3e2c9a4beee38c28973d307093e1,2018-03-29 14:27:41,2018-04-06 22:52:39,2018-04-11 00:00:00,early,-5,Thursday,14,2018-03
5561adcb0fd46da4cad3048fa4e7fc00,2018-06-25 15:36:18,2018-06-27 17:18:42,2018-07-11 00:00:00,early,-14,Monday,15,2018-06
6245ae0abd9de1ae647b5da78c0ea69b,2017-09-11 07:54:38,2017-09-16 16:12:24,2017-09-27 00:00:00,early,-11,Monday,7,2017-09
ce9feeba53c652dd6569cca62e2bb287,2018-04-15 19:42:06,2018-04-20 23:12:11,2018-04-26 00:00:00,early,-6,Sunday,19,2018-04
565923f847aad52e7638eb189cce3b51,2018-01-13 08:19:23,2018-01-23 18:22:46,2018-02-15 00:00:00,early,-23,Saturday,8,2018-01
36ebb4199031e72a1fa964549b88c377,2018-04-04 08:39:50,2018-04-16 23:35:26,2018-05-02 00:00:00,early,-16,Wednesday,8,2018-04
232b75e8b6faa6ca2063184414e634a7,2017-09-26 12:32:39,2017-10-09 18:32:42,2017-10-20 00:00:00,early,-11,Tuesday,12,2017-09
ee990334acb0ff9333b01afa465f3006,2018-02-28 17:00:28,2018-03-22 10:18:36,2018-04-02 00:00:00,early,-11,Wednesday,17,2018-02
780fe22baa36991bdbb1559f5b549596,2017-04-22 19:26:47,2017-04-28 14:37:16,2017-05-15 00:00:00,early,-17,Saturday,19,2017-04
58ac1947c1a9067b9f416cba6d844a3f,2017-09-13 09:18:50,2017-09-21 21:16:17,2017-09-25 00:00:00,early,-4,Wednesday,9,2017-09
ba4ddff2b9082f079de9a84d7a5605fd,2018-01-18 09:30:54,2018-01-20 17:56:44,2018-02-02 00:00:00,early,-13,Thursday,9,2018-01
75351e48296ef42211a0b80c427aae57,2017-03-14 16:25:43,2017-04-03 13:37:42,2017-04-10 00:00:00,early,-7,Tuesday,16,2017-03
